36,82,8,61,201,46,59,3011,-11334,59,217,1,32,2,2,10,0
56,45,23,63,200,47,61,3010,-11334,60,206,1,32,2,2,10,0
45,55,17,62,201,48,62,3009,-11334,46,198,1,32,2,2,10,0
192,256,98,130,225,74,126,2704,-11334,125,91,2,24,2,13,7,0
116,238,26,118,230,70,119,2703,-11334,107,87,-9999,21,2,13,7,0
86,154,29,111,231,67,111,2702,-11334,114,84,-9999,17,2,13,7,0
61,145,39,110,233,66,110,2701,-11334,95,79,-9999,14,2,13,7,0
52,190,38,112,234,65,113,2700,-11334,103,75,-9999,10,2,13,7,0
63,268,34,119,232,70,125,2699,-11334,147,71,-9999,6,2,2,7,0
218,458,129,132,225,80,142,2698,-11334,191,69,-9999,3,2,8,7,0
266,474,183,126,223,86,136,2697,-11334,218,69,-9999,2,2,8,7,0
97,78,30,75,180,53,75,3080,-11333,50,220,1,33,-9999,2,7,19
107,78,23,75,179,54,78,3079,-11333,51,224,1,33,-9999,2,7,17
141,132,42,76,178,55,81,3078,-11333,57,226,1,33,-9999,2,7,15
165,129,27,78,176,55,84,3077,-11333,50,224,1,33,-9999,2,7,12
181,140,31,80,175,54,83,3076,-11333,58,222,1,33,-9999,2,7,10
210,127,43,81,174,55,84,3075,-11333,62,220,1,33,-9999,2,7,8
194,119,61,75,174,55,84,3074,-11333,57,219,1,33,-9999,2,10,6
124,129,12,68,178,53,80,3073,-11333,70,219,1,33,-9999,2,7,4
151,71,34,66,178,52,79,3072,-11333,75,219,1,33,-9999,2,7,2
137,91,20,62,179,51,78,3071,-11333,58,219,1,33,-9999,13,7,2
104,109,26,58,182,50,72,3070,-11333,65,220,1,33,-9999,13,10,2
71,93,18,57,184,48,61,3069,-11333,43,221,1,33,-9999,2,10,2
53,69,31,57,185,47,59,3068,-11333,33,222,1,33,-9999,2,10,1
16,54,2,59,186,45,57,3067,-11333,24,224,1,33,-9999,2,16,1
26,56,9,65,186,42,55,3065,-11333,44,220,1,33,-9999,2,10,1
363,273,78,97,181,53,84,3017,-11333,119,222,1,32,-9999,10,7,0
